condition_id,seed,agent_position,model,game_variant,goal_framing,persona,instruction_wording,response_format,temperature,persona_format,choice,declared_choice,first_valid_choice_token,action_matches_first_token,output_sha256,output_prefix,output_suffix,tar_action_member,tar_prompt_member
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3002,1,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3002,2,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3003,1,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3003,2,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3004,1,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3004,2,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3005,1,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,3005,2,gemma-4-31b,basic,strategic,intuitive,default,default,0.5,default,20,19,20,1,9d4c163c7073df1979292d40558a922c4a489c6e5b9541cf332a4b3add7ed569,Analysis: The goal is to maximize the request while attempting to trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,trigger the +20 bonus. Requesting 19 allows for a high base value and the possibility of the bonus if the opponent chooses 20.  ACTION: CHOOSE_NUMBER number: 19,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-intuitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3001,1,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3001,2,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3002,1,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3002,2,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3003,1,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3003,2,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3004,1,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3004,2,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3005,1,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious,3005,2,gemma-4-31b,basic,strategic,cautious,default,default,0.5,default,11,20,11,1,920dedd3fa40941ecab3ba58db05bccc8f7991af6e0a0cd8cb0404ad1fd94709,"Analysis: The goal is to maximize the guaranteed return. While requesting a lower number (e.g., 11-19) offers a potential 20-point bonus if the opponent chooses exactly one higher, this is a gamble with low probability. Requesting 20 guaran",", this is a gamble with low probability. Requesting 20 guarantees the maximum base payout regardless of the opponent's choice.  ACTION: CHOOSE_NUMBER number: 20",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-cautious/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3001,1,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,c1caa57217ceb1ba24fd7ce1b0b48f4a325ba30e04a839b48d2ea8f36971a51a,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent","wever, 11 is the strongest defensive play and a primary target for the bonus. I will assume a baseline of moderate aggression.  ACTION: CHOOSE_NUMBER number: 11",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3001,2,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3002,1,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3002,2,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3003,1,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,c1caa57217ceb1ba24fd7ce1b0b48f4a325ba30e04a839b48d2ea8f36971a51a,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent","wever, 11 is the strongest defensive play and a primary target for the bonus. I will assume a baseline of moderate aggression.  ACTION: CHOOSE_NUMBER number: 11",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3003,2,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3003/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3003/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3004,1,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3004,2,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3004/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3004/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3005,1,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,c1caa57217ceb1ba24fd7ce1b0b48f4a325ba30e04a839b48d2ea8f36971a51a,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent","wever, 11 is the strongest defensive play and a primary target for the bonus. I will assume a baseline of moderate aggression.  ACTION: CHOOSE_NUMBER number: 11",beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive,3005,2,gemma-4-31b,basic,strategic,competitive,default,default,0.5,default,20,11,20,1,a25b99c57587483c906318dd96762833f9655cd83c3ea15d380f23f8240551de,"Analysis: No prior data on opponent. In a game where the bonus (20) outweighs the difference between the highest and lowest possible requests (9), players are incentivized to underbid. However, the lowest possible bid is 11. If the opponent",ive play and a primary target for the bonus. I will assume a baseline of rationality where the opponent targets the lower end.  ACTION: CHOOSE_NUMBER number: 11,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3005/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-basic__goal_framing-strategic__model-gemma-4-31b__persona-competitive/seed_3005/run/prompts_and_responses.jsonl.gz
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral,3001,1,gemma-4-31b,cycle,none,neutral,default,default,0.5,default,20,15,20,1,9fdea54c43ddecef332b84b6b8ce8e95ed462ec6fac3d0a73f575728b24b200e,"Analysis: This is a variation of the ""Guess 2/3 of the average"" or ""Rock-Paper-Scissors"" dynamic. The bonus (20 points) outweighs the marginal gain of choosing a higher number (1 point). The game creates a cycle: 11 < 12 < 13 ... < 20 < 11.","opponent, choosing a mid-to-high range number is a standard starting heuristic to balance the base payoff and bonus potential.  ACTION: CHOOSE_NUMBER number: 15",beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral,3001,2,gemma-4-31b,cycle,none,neutral,default,default,0.5,default,20,15,20,1,9fdea54c43ddecef332b84b6b8ce8e95ed462ec6fac3d0a73f575728b24b200e,"Analysis: This is a variation of the ""Guess 2/3 of the average"" or ""Rock-Paper-Scissors"" dynamic. The bonus (20 points) outweighs the marginal gain of choosing a higher number (1 point). The game creates a cycle: 11 < 12 < 13 ... < 20 < 11.","opponent, choosing a mid-to-high range number is a standard starting heuristic to balance the base payoff and bonus potential.  ACTION: CHOOSE_NUMBER number: 15",beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3001/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3001/run/prompts_and_responses.jsonl.gz
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral,3002,1,gemma-4-31b,cycle,none,neutral,default,default,0.5,default,20,15,20,1,9fdea54c43ddecef332b84b6b8ce8e95ed462ec6fac3d0a73f575728b24b200e,"Analysis: This is a variation of the ""Guess 2/3 of the average"" or ""Rock-Paper-Scissors"" dynamic. The bonus (20 points) outweighs the marginal gain of choosing a higher number (1 point). The game creates a cycle: 11 < 12 < 13 ... < 20 < 11.","opponent, choosing a mid-to-high range number is a standard starting heuristic to balance the base payoff and bonus potential.  ACTION: CHOOSE_NUMBER number: 15",beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3002/run/prompts_and_responses.jsonl.gz
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral,3002,2,gemma-4-31b,cycle,none,neutral,default,default,0.5,default,20,15,20,1,9fdea54c43ddecef332b84b6b8ce8e95ed462ec6fac3d0a73f575728b24b200e,"Analysis: This is a variation of the ""Guess 2/3 of the average"" or ""Rock-Paper-Scissors"" dynamic. The bonus (20 points) outweighs the marginal gain of choosing a higher number (1 point). The game creates a cycle: 11 < 12 < 13 ... < 20 < 11.","opponent, choosing a mid-to-high range number is a standard starting heuristic to balance the base payoff and bonus potential.  ACTION: CHOOSE_NUMBER number: 15",beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3002/run/action_events.jsonl.gz,beauty_contest/sweeps/runs/game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral/seed_3002/run/prompts_and_responses.jsonl.gz
