claim_id,official_parent,design_variable,design_level,seed,stratum_id,signed_effect,treatment_value,reference_value,model,goal_framing,persona,treatment_condition_id,treatment_tar_member,reference_condition_id,reference_tar_member,game_variant
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=qwen3.5-4b|persona=neutral,0.5,0.5,0.0,qwen3.5-4b,none,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,none,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,none,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=none|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=none|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=none|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=none|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=none|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,none,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=intuitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=intuitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=intuitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=intuitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=intuitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=cautious,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=cautious,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=cautious,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=cautious,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=cautious,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=competitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=competitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=competitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=competitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=competitive,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-9b|persona=intuitive,0.5,0.5,0.0,qwen3.5-9b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-9b|persona=intuitive,0.5,0.5,0.0,qwen3.5-9b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-9b|persona=intuitive,0.5,0.5,0.0,qwen3.5-9b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-9b|persona=intuitive,0.5,0.5,0.0,qwen3.5-9b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-9b|persona=intuitive,0.5,0.5,0.0,qwen3.5-9b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-9b|persona=cautious,0.5,0.5,0.0,qwen3.5-9b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-9b|persona=cautious,0.5,0.5,0.0,qwen3.5-9b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-9b|persona=cautious,0.5,0.5,0.0,qwen3.5-9b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-9b|persona=cautious,0.5,0.5,0.0,qwen3.5-9b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-9b|persona=cautious,0.5,0.5,0.0,qwen3.5-9b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-9b|persona=competitive,0.5,0.5,0.0,qwen3.5-9b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-9b|persona=competitive,0.5,0.5,0.0,qwen3.5-9b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-9b|persona=competitive,0.5,0.5,0.0,qwen3.5-9b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-9b|persona=competitive,0.5,0.5,0.0,qwen3.5-9b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-9b|persona=competitive,0.5,0.5,0.0,qwen3.5-9b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-4b|persona=neutral,0.5,0.5,0.0,qwen3.5-4b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-4b|persona=neutral,0.5,0.5,0.0,qwen3.5-4b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-4b|persona=neutral,0.5,0.5,0.0,qwen3.5-4b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-4b|persona=neutral,0.5,0.5,0.0,qwen3.5-4b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-4b|persona=neutral,0.5,0.5,0.0,qwen3.5-4b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-4b|persona=intuitive,0.5,0.5,0.0,qwen3.5-4b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-4b|persona=cautious,0.5,0.5,0.0,qwen3.5-4b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=qwen3.5-4b|persona=competitive,0.5,0.5,0.0,qwen3.5-4b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,strategic,neutral,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=gemma-4-31b|persona=intuitive,0.5,0.5,0.0,gemma-4-31b,strategic,intuitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=gemma-4-31b|persona=cautious,0.5,0.5,0.0,gemma-4-31b,strategic,cautious,,,,,
H3,h3_costless_depth_bound,default_grid,default,3001,goal_framing=strategic|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3002,goal_framing=strategic|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3003,goal_framing=strategic|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3004,goal_framing=strategic|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,default_grid,default,3005,goal_framing=strategic|model=gemma-4-31b|persona=competitive,0.5,0.5,0.0,gemma-4-31b,strategic,competitive,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3001,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3002,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3003,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3004,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3005,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3001,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3002,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3003,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3004,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,response_format,bare-number,3005,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3001,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3002,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3003,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3004,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3005,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3001,goal_framing=none|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3002,goal_framing=none|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3003,goal_framing=none|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3004,goal_framing=none|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3005,goal_framing=none|model=qwen3.5-9b|persona=neutral,0.5,0.5,0.0,qwen3.5-9b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3001,goal_framing=none|model=qwen3.5-4b|persona=neutral,-0.5,-0.5,0.0,qwen3.5-4b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3002,goal_framing=none|model=qwen3.5-4b|persona=neutral,-0.5,-0.5,0.0,qwen3.5-4b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3003,goal_framing=none|model=qwen3.5-4b|persona=neutral,-0.5,-0.5,0.0,qwen3.5-4b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3004,goal_framing=none|model=qwen3.5-4b|persona=neutral,-0.5,-0.5,0.0,qwen3.5-4b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3005,goal_framing=none|model=qwen3.5-4b|persona=neutral,-0.5,-0.5,0.0,qwen3.5-4b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3001,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3002,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3003,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3004,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,temperature,1.0,3005,goal_framing=none|model=gemma-4-31b|persona=neutral,0.5,0.5,0.0,gemma-4-31b,none,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3001,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3002,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3003,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3004,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3005,goal_framing=none|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,none,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3001,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3002,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
H3,h3_costless_depth_bound,persona_format,descriptive,3003,goal_framing=strategic|model=qwen3.5-27b-fp8|persona=neutral,0.5,0.5,0.0,qwen3.5-27b-fp8,strategic,neutral,,,,,
