seed,action_prompt,model,interaction_pathway,treatment_value,treatment_condition,treatment_tar_member,reference_value,reference_condition,reference_tar_member,signed_effect,stratum_id,claim_id,official_parent,design_variable,design_level,persona_richness
7002,deliberate,qwen3.5-27b-fp8,open,0.9127282641115856,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,0.7968385843529469,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,0.11588967975863873,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7003,deliberate,qwen3.5-27b-fp8,open,0.9096303319467461,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,0.7813115889829458,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,0.1283187429638003,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7004,deliberate,qwen3.5-27b-fp8,open,0.9092653388652417,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,0.6623345851043243,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,0.24693075376091744,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7005,deliberate,qwen3.5-27b-fp8,open,0.9054446027544633,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,0.7794403790472162,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,0.12600422370724707,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7006,deliberate,qwen3.5-27b-fp8,open,0.9133489219479979,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,0.7878542381653321,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,0.12549468378266582,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7007,deliberate,qwen3.5-27b-fp8,open,0.9233919635287546,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,0.7353117692549687,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,0.18808019427378597,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7008,deliberate,qwen3.5-27b-fp8,open,0.9099076208875799,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,0.7929886115684955,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,0.11691900931908439,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7001,reactive,qwen3.5-27b-fp8,open,0.9050765314639375,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,0.8111699323337331,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,0.09390659913020438,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7002,reactive,qwen3.5-27b-fp8,open,0.9117537115864379,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,0.8132469143884534,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,0.0985067971979845,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7003,reactive,qwen3.5-27b-fp8,open,0.9188485816059595,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,0.6473966847409768,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,0.2714518968649827,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7004,reactive,qwen3.5-27b-fp8,open,0.9105674129245385,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,0.7249309111418579,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,0.18563650178268054,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7005,reactive,qwen3.5-27b-fp8,open,0.9155691801330462,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,0.7555806856794464,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,0.15998849445359986,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7006,reactive,qwen3.5-27b-fp8,open,0.9130791614683659,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,0.8177299760324475,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,0.09534918543591842,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7007,reactive,qwen3.5-27b-fp8,open,0.8971728090360128,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,0.676549620037491,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,0.22062318899852185,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7008,reactive,qwen3.5-27b-fp8,open,0.895410126469352,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,0.8219794912618322,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,0.0734306352075198,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7001,engagement-max,qwen3.5-27b-fp8,open,0.9046304383377155,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,0.8000456476707141,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,0.10458479066700144,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7002,engagement-max,qwen3.5-27b-fp8,open,0.9053412323721167,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,0.7871913050116892,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,0.11814992736042751,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7003,engagement-max,qwen3.5-27b-fp8,open,0.9114377098190491,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,0.8302032590169242,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,0.08123445080212499,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7004,engagement-max,qwen3.5-27b-fp8,open,0.9138283439388715,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,0.7135135507931931,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,0.20031479314567835,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7005,engagement-max,qwen3.5-27b-fp8,open,0.9100025831722571,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,0.7812593699569733,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,0.1287432132152838,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7006,engagement-max,qwen3.5-27b-fp8,open,0.9101709308005812,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,0.7930290445119283,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,0.11714188628865285,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7007,engagement-max,qwen3.5-27b-fp8,open,0.9010103743516049,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,0.7733966331275972,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,0.1276137412240077,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7008,engagement-max,qwen3.5-27b-fp8,open,0.9008320635482092,persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,0.8249907022258794,persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,0.07584136132232977,action_prompt=engagement-max|model=qwen3.5-27b-fp8|interaction_pathway=open,E1a,h1_persona_bottleneck,default_signal_rows,default,
7001,deliberate,qwen3.5-27b-fp8,closed,0.9227535117109291,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,0.9135435388552783,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,0.009209972855650839,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7002,deliberate,qwen3.5-27b-fp8,closed,0.9149891776673534,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,0.9124618722384348,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,0.002527305428918658,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7003,deliberate,qwen3.5-27b-fp8,closed,0.9168465498127504,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,0.9099023056046928,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,0.006944244208057615,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7004,deliberate,qwen3.5-27b-fp8,closed,0.9190091748088774,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,0.9082868712026677,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,0.010722303606209738,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7005,deliberate,qwen3.5-27b-fp8,closed,0.9203005791397221,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,0.9123749969595987,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,0.007925582180123403,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7006,deliberate,qwen3.5-27b-fp8,closed,0.9168189802441881,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,0.9057716832650298,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,0.011047296979158294,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7007,deliberate,qwen3.5-27b-fp8,closed,0.9125055549566571,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,0.9170068208403606,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,-0.004501265883703476,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7008,deliberate,qwen3.5-27b-fp8,closed,0.919385007548401,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,0.9148289066650646,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,0.004556100883336467,action_prompt=deliberate|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7001,deliberate,qwen3.5-9b,closed,0.9095673292291572,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,0.9074657630331919,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,0.002101566195965243,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7002,deliberate,qwen3.5-9b,closed,0.9095938090837209,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,0.9073242469597266,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,0.0022695621239943176,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7003,deliberate,qwen3.5-9b,closed,0.9083246261869016,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,0.9039045132457839,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,0.00442011294111766,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7004,deliberate,qwen3.5-9b,closed,0.9109785190834253,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,0.9026607939768827,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,0.008317725106542606,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7005,deliberate,qwen3.5-9b,closed,0.914183359936728,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7005/run/action_events.jsonl.gz,0.9056764436269777,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7005/run/action_events.jsonl.gz,0.008506916309750201,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7006,deliberate,qwen3.5-9b,closed,0.9142958154687458,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7006/run/action_events.jsonl.gz,0.9014270126069295,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7006/run/action_events.jsonl.gz,0.012868802861816353,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7007,deliberate,qwen3.5-9b,closed,0.9077121509754293,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7007/run/action_events.jsonl.gz,0.9038064901690375,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7007/run/action_events.jsonl.gz,0.003905660806391875,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
7008,deliberate,qwen3.5-9b,closed,0.9113801843348907,persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-9b/seed_7008/run/action_events.jsonl.gz,0.9052866462233294,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-9b/seed_7008/run/action_events.jsonl.gz,0.006093538111561214,action_prompt=deliberate|model=qwen3.5-9b|interaction_pathway=closed,E1b,h1_persona_bottleneck,default_signal_rows,default,
